Destination IP,Source IP (Unique Count),Destination Port (Unique Count),Event Name (Unique Count),Log Source (Unique Count),Low Level Category (Unique Count),Protocol (Unique Count),Username (Unique Count),Magnitude (Maximum),Event Count (Sum),Source Geographic Country/Region (Unique Count),Count
192.150.14.219,Multiple (21),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.126,Multiple (18),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.252,Multiple (21),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.226,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.18,Multiple (20),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.53,Multiple (15),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.211,Multiple (18),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.38,Multiple (20),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.137,Multiple (18),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.228,Multiple (19),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.222,Multiple (19),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.194,Multiple (20),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.241,Multiple (24),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.250,Multiple (23),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (2),25
192.150.14.244,Multiple (19),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,25,Multiple (3),25
192.150.14.205,Multiple (20),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.243,Multiple (17),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.187,Multiple (18),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.130,Multiple (19),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.16,Multiple (15),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.67,Multiple (19),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.89,Multiple (17),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.54,Multiple (21),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,24,Multiple (2),24
192.150.14.129,Multiple (20),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.220,Multiple (22),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.47,Multiple (19),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,China,24
192.150.14.138,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.150,Multiple (23),Multiple (18),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.174,Multiple (22),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.218,Multiple (21),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.201,Multiple (20),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.173,Multiple (18),Multiple (18),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.77,Multiple (20),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.42,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.28,Multiple (19),Multiple (19),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.215,Multiple (21),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.125,Multiple (21),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.14,Multiple (22),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.87,Multiple (21),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.171,Multiple (22),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.30,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.224,Multiple (20),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,24,Multiple (2),24
192.150.14.17,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.3,Multiple (17),Multiple (17),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.95,Multiple (19),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.190,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.254,Multiple (19),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.240,Multiple (18),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.166,Multiple (18),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.46,Multiple (20),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.131,Multiple (20),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.191,Multiple (18),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.105,Multiple (17),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.121,Multiple (20),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.192,Multiple (18),Multiple (17),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.179,Multiple (21),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,China,23
192.150.14.112,Multiple (21),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.236,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.139,Multiple (20),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.43,Multiple (18),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.14.79,Multiple (17),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,23,Multiple (2),23
192.150.19.139,Multiple (20),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,22,Multiple (2),22
192.150.14.122,Multiple (19),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.158,Multiple (21),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.2,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.92,Multiple (17),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.101,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.0,Multiple (20),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.48,Multiple (20),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.9,Multiple (20),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.99,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.13,Multiple (20),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.168,Multiple (16),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.207,Multiple (17),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.29,Multiple (18),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.132,Multiple (17),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.96,Multiple (16),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.50,Multiple (17),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.60,Multiple (16),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.4,Multiple (19),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.197,Multiple (15),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.135,Multiple (18),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,22,Multiple (2),22
192.150.14.239,Multiple (17),Multiple (15),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.59,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.238,Multiple (19),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.127,Multiple (16),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.23,Multiple (15),Multiple (17),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.51,Multiple (18),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,21,Multiple (2),21
192.150.14.223,Multiple (15),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.45,Multiple (19),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.183,Multiple (16),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.102,Multiple (18),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.212,Multiple (17),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.152,Multiple (18),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.237,Multiple (16),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.248,Multiple (14),Multiple (16),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.249,Multiple (20),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.98,Multiple (17),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.143,Multiple (19),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.97,Multiple (17),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.251,Multiple (16),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,20,Multiple (2),20
192.150.14.165,Multiple (17),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.14.175,Multiple (17),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.14.82,Multiple (12),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.19.120,Multiple (15),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,19,Multiple (2),19
192.150.14.21,Multiple (16),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.14.33,Multiple (16),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.14.231,Multiple (18),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,19,Multiple (2),19
192.150.14.22,Multiple (17),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,18,Multiple (2),18
192.150.14.41,Multiple (13),Multiple (13),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,18,Multiple (2),18
192.150.14.229,Multiple (16),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,18,Multiple (2),18
192.150.14.63,Multiple (16),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,18,Multiple (2),18
216.104.208.202,Multiple (17),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,18,China,18
192.150.14.10,Multiple (16),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,17,Multiple (2),17
192.150.14.202,Multiple (15),Multiple (14),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,17,Multiple (2),17
192.150.14.189,Multiple (13),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.90,Multiple (13),Multiple (11),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.181,Multiple (14),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.74,Multiple (10),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.62,Multiple (14),Multiple (7),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.180,Multiple (14),Multiple (9),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.160,Multiple (14),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,16,Multiple (2),16
192.150.14.27,Multiple (11),Multiple (4),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,15,China,15
192.150.14.117,Multiple (14),Multiple (12),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,15,China,15
192.150.12.62,Multiple (11),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,14,China,14
192.150.14.233,Multiple (11),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,14,Multiple (2),14
192.150.12.130,Multiple (8),Multiple (4),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,13,China,13
216.104.208.201,Multiple (12),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,12,China,12
192.150.14.247,Multiple (11),Multiple (10),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,Multiple (2),None,3,12,Multiple (2),12
192.150.12.63,Multiple (9),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,12,China,12
192.150.12.128,Multiple (9),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,12,China,12
192.150.12.129,Multiple (9),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,11,China,11
192.150.12.131,Multiple (10),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,11,China,11
192.150.12.61,Multiple (10),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,10,China,10
192.150.11.148,Multiple (3),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,9,China,9
216.104.209.127,Multiple (5),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,8,China,8
216.104.209.129,Multiple (5),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,7,China,7
192.150.12.236,Multiple (7),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,7,China,7
192.150.19.65,Multiple (6),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,7,China,7
216.104.209.63,Multiple (7),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,7,Multiple (2),7
216.104.208.251,Multiple (6),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,6,China,6
216.104.208.88,Multiple (5),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,6,Multiple (2),6
216.104.208.92,Multiple (5),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,6,China,6
192.147.130.37,Multiple (5),Multiple (2),Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,6,China,6
216.104.209.93,Multiple (5),Multiple (4),Multiple (3),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,6,China,6
216.104.209.137,Multiple (6),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,6,China,6
192.150.19.55,Multiple (5),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,5,China,5
216.104.209.112,Multiple (3),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,5,China,5
153.32.226.209,Multiple (4),Multiple (5),Data Filtering Detected,PaSeries @ sttl-inetfw1,Warning,tcp_ip,None,5,5,China,5
216.104.208.83,Multiple (5),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,5,China,5
216.104.208.195,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,5,China,5
192.150.19.68,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,5,China,5
192.150.11.58,Multiple (5),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,5,China,5
192.147.130.23,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,4,China,4
192.150.19.60,Multiple (4),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,4,Multiple (2),4
